costcode,week_ending,period_hrs,project_number,project_name
16006520,6/4/2022,204,1300642,Cascade Power Project
16006520,6/4/2022,15.5,1300642,Cascade Power Project
16006520,6/11/2022,53.5,1300642,Cascade Power Project
16006520,6/11/2022,215.5,1300642,Cascade Power Project
16006520,6/11/2022,20,1300642,Cascade Power Project
16006520,6/18/2022,136.5,1300642,Cascade Power Project
16006520,6/25/2022,31.5,1300642,Cascade Power Project
16006520,6/25/2022,86,1300642,Cascade Power Project
16006520,7/2/2022,40,1300642,Cascade Power Project
16006520,7/2/2022,49,1300642,Cascade Power Project
16006520,7/2/2022,6.5,1300642,Cascade Power Project
16006520,7/2/2022,10,1300642,Cascade Power Project
16006520,7/9/2022,10.5,1300642,Cascade Power Project
16006520,7/9/2022,35.5,1300642,Cascade Power Project
16006520,7/16/2022,18,1300642,Cascade Power Project
16006520,7/23/2022,4,1300642,Cascade Power Project
16006520,7/23/2022,21,1300642,Cascade Power Project
16006520,7/30/2022,64.5,1300642,Cascade Power Project
16006520,7/30/2022,9,1300642,Cascade Power Project
16006520,8/6/2022,109.5,1300642,Cascade Power Project
16006520,8/6/2022,10,1300642,Cascade Power Project
16006520,8/6/2022,18,1300642,Cascade Power Project
16006520,8/13/2022,370.5,1300642,Cascade Power Project
16006520,8/13/2022,29.5,1300642,Cascade Power Project
16006520,8/20/2022,222,1300642,Cascade Power Project
16006520,8/27/2022,108.5,1300642,Cascade Power Project
16006520,8/27/2022,78,1300642,Cascade Power Project
16006520,8/27/2022,10,1300642,Cascade Power Project
16006520,8/27/2022,2,1300642,Cascade Power Project
16006520,8/27/2022,50,1300642,Cascade Power Project
16006520,9/3/2022,226.5,1300642,Cascade Power Project
16006520,9/3/2022,33,1300642,Cascade Power Project
16006520,9/3/2022,16.5,1300642,Cascade Power Project
16006520,9/3/2022,10.5,1300642,Cascade Power Project
16006520,9/3/2022,6,1300642,Cascade Power Project
16006520,9/3/2022,275,1300642,Cascade Power Project
16006520,9/10/2022,218.5,1300642,Cascade Power Project
16006520,9/10/2022,55,1300642,Cascade Power Project
16006520,9/10/2022,81.5,1300642,Cascade Power Project
16006520,9/10/2022,4.5,1300642,Cascade Power Project
16006520,9/10/2022,10.5,1300642,Cascade Power Project
16006520,9/10/2022,17,1300642,Cascade Power Project
16006520,9/10/2022,298,1300642,Cascade Power Project
16006520,9/17/2022,159.5,1300642,Cascade Power Project
16006520,9/17/2022,194.5,1300642,Cascade Power Project
16006520,9/17/2022,116,1300642,Cascade Power Project
16006520,9/17/2022,20,1300642,Cascade Power Project
16006520,9/17/2022,33.5,1300642,Cascade Power Project
16006520,9/17/2022,440.5,1300642,Cascade Power Project
16006520,9/24/2022,109.5,1300642,Cascade Power Project
16006520,9/24/2022,351.5,1300642,Cascade Power Project
16006520,9/24/2022,130.5,1300642,Cascade Power Project
16006520,9/24/2022,10.5,1300642,Cascade Power Project
16006520,9/24/2022,10.5,1300642,Cascade Power Project
16006520,9/24/2022,14,1300642,Cascade Power Project
16006520,9/24/2022,3.5,1300642,Cascade Power Project
16006520,9/24/2022,491,1300642,Cascade Power Project
16006520,10/1/2022,161.5,1300642,Cascade Power Project
16006520,10/1/2022,375.5,1300642,Cascade Power Project
16006520,10/1/2022,183.5,1300642,Cascade Power Project
16006520,10/1/2022,70,1300642,Cascade Power Project
16006520,10/1/2022,19,1300642,Cascade Power Project
16006520,10/1/2022,6,1300642,Cascade Power Project
16006520,10/1/2022,340.5,1300642,Cascade Power Project
16006520,10/8/2022,259,1300642,Cascade Power Project
16006520,10/8/2022,304,1300642,Cascade Power Project
16006520,10/8/2022,74,1300642,Cascade Power Project
16006520,10/8/2022,31,1300642,Cascade Power Project
16006520,10/8/2022,11,1300642,Cascade Power Project
16006520,10/8/2022,4,1300642,Cascade Power Project
16006520,10/8/2022,184.5,1300642,Cascade Power Project
16006520,10/15/2022,251.5,1300642,Cascade Power Project
16006520,10/15/2022,215,1300642,Cascade Power Project
16006520,10/15/2022,7,1300642,Cascade Power Project
16006520,10/15/2022,164.5,1300642,Cascade Power Project
16006520,10/15/2022,38,1300642,Cascade Power Project
16006520,10/15/2022,17.5,1300642,Cascade Power Project
16006520,10/15/2022,78.5,1300642,Cascade Power Project
16006520,10/15/2022,115.5,1300642,Cascade Power Project
16006520,10/22/2022,317.5,1300642,Cascade Power Project
16006520,10/22/2022,252.5,1300642,Cascade Power Project
16006520,10/22/2022,98.5,1300642,Cascade Power Project
16006520,10/22/2022,138,1300642,Cascade Power Project
16006520,10/22/2022,20,1300642,Cascade Power Project
16006520,10/22/2022,12.5,1300642,Cascade Power Project
16006520,10/22/2022,72,1300642,Cascade Power Project
16006520,10/22/2022,3.5,1300642,Cascade Power Project
16006520,10/22/2022,88,1300642,Cascade Power Project
16006520,10/29/2022,45.5,1300642,Cascade Power Project
16006520,10/29/2022,585,1300642,Cascade Power Project
16006520,10/29/2022,208.75,1300642,Cascade Power Project
16006520,10/29/2022,18,1300642,Cascade Power Project
16006520,10/29/2022,233,1300642,Cascade Power Project
16006520,10/29/2022,57,1300642,Cascade Power Project
16006520,10/29/2022,107.5,1300642,Cascade Power Project
16006520,10/29/2022,4.5,1300642,Cascade Power Project
16006520,10/29/2022,236.5,1300642,Cascade Power Project
16006520,11/5/2022,65.5,1300642,Cascade Power Project
16006520,11/5/2022,503.4,1300642,Cascade Power Project
16006520,11/5/2022,174.75,1300642,Cascade Power Project
16006520,11/5/2022,18,1300642,Cascade Power Project
16006520,11/5/2022,194,1300642,Cascade Power Project
16006520,11/5/2022,33,1300642,Cascade Power Project
16006520,11/5/2022,62,1300642,Cascade Power Project
16006520,11/5/2022,10.5,1300642,Cascade Power Project
16006520,11/5/2022,10.5,1300642,Cascade Power Project
16006520,11/5/2022,221.5,1300642,Cascade Power Project
16006520,11/12/2022,30,1300642,Cascade Power Project
16006520,11/12/2022,433.5,1300642,Cascade Power Project
16006520,11/12/2022,314.25,1300642,Cascade Power Project
16006520,11/12/2022,36,1300642,Cascade Power Project
16006520,11/12/2022,21,1300642,Cascade Power Project
16006520,11/12/2022,365.5,1300642,Cascade Power Project
16006520,11/12/2022,70,1300642,Cascade Power Project
16006520,11/12/2022,10,1300642,Cascade Power Project
16006520,11/12/2022,180.5,1300642,Cascade Power Project
16006520,11/12/2022,46,1300642,Cascade Power Project
16006520,11/12/2022,127.5,1300642,Cascade Power Project
16006520,11/19/2022,274.5,1300642,Cascade Power Project
16006520,11/19/2022,164,1300642,Cascade Power Project
16006520,11/19/2022,10,1300642,Cascade Power Project
16006520,11/19/2022,51.5,1300642,Cascade Power Project
16006520,11/19/2022,383.5,1300642,Cascade Power Project
16006520,11/19/2022,6.5,1300642,Cascade Power Project
16006520,11/19/2022,112,1300642,Cascade Power Project
16006520,11/19/2022,125.5,1300642,Cascade Power Project
16006520,11/19/2022,34,1300642,Cascade Power Project
16006520,11/19/2022,125.5,1300642,Cascade Power Project
16006520,11/26/2022,6,1300642,Cascade Power Project
16006520,11/26/2022,458.4,1300642,Cascade Power Project
16006520,11/26/2022,205.75,1300642,Cascade Power Project
16006520,11/26/2022,14,1300642,Cascade Power Project
16006520,11/26/2022,21,1300642,Cascade Power Project
16006520,11/26/2022,485,1300642,Cascade Power Project
16006520,11/26/2022,8.5,1300642,Cascade Power Project
16006520,11/26/2022,12,1300642,Cascade Power Project
16006520,11/26/2022,25,1300642,Cascade Power Project
16006520,11/26/2022,25.5,1300642,Cascade Power Project
16006520,12/3/2022,411.4,1300642,Cascade Power Project
16006520,12/3/2022,166.25,1300642,Cascade Power Project
16006520,12/3/2022,28.5,1300642,Cascade Power Project
16006520,12/3/2022,6.5,1300642,Cascade Power Project
16006520,12/3/2022,461.5,1300642,Cascade Power Project
16006520,12/3/2022,5.5,1300642,Cascade Power Project
16006520,12/3/2022,7,1300642,Cascade Power Project
16006520,12/3/2022,119,1300642,Cascade Power Project
16006520,12/10/2022,305.5,1300642,Cascade Power Project
16006520,12/10/2022,188.75,1300642,Cascade Power Project
16006520,12/10/2022,270,1300642,Cascade Power Project
16006520,12/10/2022,51.5,1300642,Cascade Power Project
16006520,12/10/2022,379,1300642,Cascade Power Project
16006520,12/10/2022,4,1300642,Cascade Power Project
16006520,12/10/2022,18,1300642,Cascade Power Project
16006520,12/10/2022,83.5,1300642,Cascade Power Project
16006520,12/10/2022,279.5,1300642,Cascade Power Project
16006520,12/17/2022,7,1300642,Cascade Power Project
16006520,12/17/2022,273.8,1300642,Cascade Power Project
16006520,12/17/2022,346.8,1300642,Cascade Power Project
16006520,12/17/2022,248.4,1300642,Cascade Power Project
16006520,12/17/2022,51,1300642,Cascade Power Project
16006520,12/17/2022,565.4,1300642,Cascade Power Project
16006520,12/17/2022,234,1300642,Cascade Power Project
16006520,12/17/2022,18,1300642,Cascade Power Project
16006520,12/17/2022,361.5,1300642,Cascade Power Project
16006520,12/24/2022,51.5,1300642,Cascade Power Project
16006520,12/24/2022,85.5,1300642,Cascade Power Project
16006520,12/24/2022,38.5,1300642,Cascade Power Project
16006520,12/24/2022,10,1300642,Cascade Power Project
16006520,12/24/2022,124,1300642,Cascade Power Project
16006520,12/24/2022,3.5,1300642,Cascade Power Project
16006520,12/24/2022,185.5,1300642,Cascade Power Project
16006520,12/24/2022,116,1300642,Cascade Power Project
16006520,1/7/2023,175,1300642,Cascade Power Project
16006520,1/7/2023,174,1300642,Cascade Power Project
16006520,1/7/2023,173.5,1300642,Cascade Power Project
16006520,1/7/2023,32,1300642,Cascade Power Project
16006520,1/7/2023,313.5,1300642,Cascade Power Project
16006520,1/7/2023,11.5,1300642,Cascade Power Project
16006520,1/7/2023,314,1300642,Cascade Power Project
16006520,1/7/2023,4,1300642,Cascade Power Project
16006520,1/7/2023,469.5,1300642,Cascade Power Project
16006520,1/14/2023,52.5,1300642,Cascade Power Project
16006520,1/14/2023,116.5,1300642,Cascade Power Project
16006520,1/14/2023,220.5,1300642,Cascade Power Project
16006520,1/14/2023,6.5,1300642,Cascade Power Project
16006520,1/14/2023,329.5,1300642,Cascade Power Project
16006520,1/14/2023,4,1300642,Cascade Power Project
16006520,1/14/2023,36,1300642,Cascade Power Project
16006520,1/14/2023,106.5,1300642,Cascade Power Project
16006520,1/14/2023,51,1300642,Cascade Power Project
16006520,1/21/2023,10.5,1300642,Cascade Power Project
16006520,1/21/2023,64.5,1300642,Cascade Power Project
16006520,1/21/2023,166.75,1300642,Cascade Power Project
16006520,1/21/2023,180,1300642,Cascade Power Project
16006520,1/21/2023,2,1300642,Cascade Power Project
16006520,1/21/2023,276,1300642,Cascade Power Project
16006520,1/21/2023,42,1300642,Cascade Power Project
16006520,1/21/2023,1,1300642,Cascade Power Project
16006520,1/21/2023,36.5,1300642,Cascade Power Project
16006520,1/21/2023,8,1300642,Cascade Power Project
16006520,1/28/2023,21,1300642,Cascade Power Project
16006520,1/28/2023,46,1300642,Cascade Power Project
16006520,1/28/2023,120,1300642,Cascade Power Project
16006520,1/28/2023,209.5,1300642,Cascade Power Project
16006520,1/28/2023,3,1300642,Cascade Power Project
16006520,1/28/2023,349,1300642,Cascade Power Project
16006520,1/28/2023,3,1300642,Cascade Power Project
16006520,1/28/2023,30,1300642,Cascade Power Project
16006520,2/4/2023,10,1300642,Cascade Power Project
16006520,2/4/2023,156.5,1300642,Cascade Power Project
16006520,2/4/2023,46,1300642,Cascade Power Project
16006520,2/4/2023,254.25,1300642,Cascade Power Project
16006520,2/4/2023,192,1300642,Cascade Power Project
16006520,2/4/2023,17,1300642,Cascade Power Project
16006520,2/4/2023,369.5,1300642,Cascade Power Project
16006520,2/4/2023,1,1300642,Cascade Power Project
16006520,2/4/2023,13,1300642,Cascade Power Project
16006520,2/4/2023,10.5,1300642,Cascade Power Project
16006520,2/4/2023,14.5,1300642,Cascade Power Project
16006520,2/4/2023,41,1300642,Cascade Power Project
16006520,2/4/2023,3.5,1300642,Cascade Power Project
16006520,2/11/2023,13.5,1300642,Cascade Power Project
16006520,2/11/2023,215.5,1300642,Cascade Power Project
16006520,2/11/2023,109.25,1300642,Cascade Power Project
16006520,2/11/2023,152.5,1300642,Cascade Power Project
16006520,2/11/2023,16.5,1300642,Cascade Power Project
16006520,2/11/2023,395,1300642,Cascade Power Project
16006520,2/11/2023,24,1300642,Cascade Power Project
16006520,2/11/2023,66,1300642,Cascade Power Project
16006520,2/11/2023,11.5,1300642,Cascade Power Project
16006520,2/18/2023,24,1300642,Cascade Power Project
16006520,2/18/2023,109,1300642,Cascade Power Project
16006520,2/18/2023,222.5,1300642,Cascade Power Project
16006520,2/18/2023,20.5,1300642,Cascade Power Project
16006520,2/18/2023,419.5,1300642,Cascade Power Project
16006520,2/18/2023,81.5,1300642,Cascade Power Project
16006520,2/18/2023,60,1300642,Cascade Power Project
16006520,2/18/2023,30,1300642,Cascade Power Project
16006520,2/18/2023,11,1300642,Cascade Power Project
16006520,2/25/2023,99.5,1300642,Cascade Power Project
16006520,2/25/2023,85,1300642,Cascade Power Project
16006520,2/25/2023,137.5,1300642,Cascade Power Project
16006520,2/25/2023,191.5,1300642,Cascade Power Project
16006520,2/25/2023,28.5,1300642,Cascade Power Project
16006520,2/25/2023,414.5,1300642,Cascade Power Project
16006520,2/25/2023,17,1300642,Cascade Power Project
16006520,2/25/2023,12,1300642,Cascade Power Project
16006520,2/25/2023,3,1300642,Cascade Power Project
16006520,2/25/2023,10,1300642,Cascade Power Project
16006520,2/25/2023,14,1300642,Cascade Power Project
16006520,3/4/2023,62,1300642,Cascade Power Project
16006520,3/4/2023,23,1300642,Cascade Power Project
16006520,3/4/2023,74,1300642,Cascade Power Project
16006520,3/4/2023,158.5,1300642,Cascade Power Project
16006520,3/4/2023,71,1300642,Cascade Power Project
16006520,3/4/2023,20,1300642,Cascade Power Project
16006520,3/4/2023,446.5,1300642,Cascade Power Project
16006520,3/4/2023,8,1300642,Cascade Power Project
16006520,3/4/2023,109,1300642,Cascade Power Project
16006520,3/4/2023,5,1300642,Cascade Power Project
16006520,3/4/2023,26,1300642,Cascade Power Project
16006520,3/11/2023,58,1300642,Cascade Power Project
16006520,3/11/2023,22,1300642,Cascade Power Project
16006520,3/11/2023,38.75,1300642,Cascade Power Project
16006520,3/11/2023,101,1300642,Cascade Power Project
16006520,3/11/2023,91.5,1300642,Cascade Power Project
16006520,3/11/2023,10,1300642,Cascade Power Project
16006520,3/11/2023,413,1300642,Cascade Power Project
16006520,3/11/2023,131.5,1300642,Cascade Power Project
16006520,3/11/2023,105.5,1300642,Cascade Power Project
16006520,3/11/2023,7,1300642,Cascade Power Project
16006520,3/11/2023,23,1300642,Cascade Power Project
16006520,3/18/2023,31,1300642,Cascade Power Project
16006520,3/18/2023,15,1300642,Cascade Power Project
16006520,3/18/2023,30,1300642,Cascade Power Project
16006520,3/18/2023,45.75,1300642,Cascade Power Project
16006520,3/18/2023,164.5,1300642,Cascade Power Project
16006520,3/18/2023,41,1300642,Cascade Power Project
16006520,3/18/2023,453.5,1300642,Cascade Power Project
16006520,3/18/2023,42.5,1300642,Cascade Power Project
16006520,3/18/2023,151,1300642,Cascade Power Project
16006520,3/18/2023,4,1300642,Cascade Power Project
16006520,3/18/2023,23.5,1300642,Cascade Power Project
16006520,3/25/2023,26.25,1300642,Cascade Power Project
16006520,3/25/2023,39,1300642,Cascade Power Project
16006520,3/25/2023,93,1300642,Cascade Power Project
16006520,3/25/2023,20.5,1300642,Cascade Power Project
16006520,3/25/2023,23.5,1300642,Cascade Power Project
16006520,3/25/2023,4,1300642,Cascade Power Project
16006530,12/3/2022,23,1300642,Cascade Power Project
16006530,12/10/2022,13,1300642,Cascade Power Project
16006530,12/17/2022,178.5,1300642,Cascade Power Project
16006530,12/24/2022,38.5,1300642,Cascade Power Project
16006530,1/7/2023,37,1300642,Cascade Power Project
16006530,1/7/2023,105,1300642,Cascade Power Project
16006530,1/7/2023,5.5,1300642,Cascade Power Project
16006530,1/14/2023,187.5,1300642,Cascade Power Project
16006530,1/14/2023,6,1300642,Cascade Power Project
16006530,1/14/2023,207.5,1300642,Cascade Power Project
16006530,1/14/2023,5,1300642,Cascade Power Project
16006530,1/14/2023,16,1300642,Cascade Power Project
16006530,1/21/2023,12,1300642,Cascade Power Project
16006530,1/28/2023,67,1300642,Cascade Power Project
16006530,2/4/2023,15.5,1300642,Cascade Power Project
16006530,2/11/2023,4,1300642,Cascade Power Project
16006530,3/18/2023,21.5,1300642,Cascade Power Project
16006540,9/3/2022,56.5,1300642,Cascade Power Project
16006540,9/10/2022,194.5,1300642,Cascade Power Project
16006540,9/10/2022,15.5,1300642,Cascade Power Project
16006540,9/17/2022,176.5,1300642,Cascade Power Project
16006540,9/24/2022,157.5,1300642,Cascade Power Project
16006540,9/24/2022,37.5,1300642,Cascade Power Project
16006540,10/1/2022,89.5,1300642,Cascade Power Project
16006540,10/1/2022,30.5,1300642,Cascade Power Project
16006540,10/8/2022,123,1300642,Cascade Power Project
16006540,10/8/2022,33,1300642,Cascade Power Project
16006540,10/8/2022,48.5,1300642,Cascade Power Project
16006540,10/8/2022,20,1300642,Cascade Power Project
16006540,10/15/2022,103,1300642,Cascade Power Project
16006540,10/15/2022,150.25,1300642,Cascade Power Project
16006540,10/15/2022,110,1300642,Cascade Power Project
16006540,10/22/2022,187,1300642,Cascade Power Project
16006540,10/22/2022,277.5,1300642,Cascade Power Project
16006540,10/22/2022,139.5,1300642,Cascade Power Project
16006540,10/22/2022,10,1300642,Cascade Power Project
16006540,10/22/2022,40,1300642,Cascade Power Project
16006540,10/29/2022,106.5,1300642,Cascade Power Project
16006540,10/29/2022,291.75,1300642,Cascade Power Project
16006540,10/29/2022,86.5,1300642,Cascade Power Project
16006540,10/29/2022,20,1300642,Cascade Power Project
16006540,10/29/2022,53,1300642,Cascade Power Project
16006540,10/29/2022,6,1300642,Cascade Power Project
16006540,11/5/2022,33,1300642,Cascade Power Project
16006540,11/5/2022,332.25,1300642,Cascade Power Project
16006540,11/5/2022,110,1300642,Cascade Power Project
16006540,11/12/2022,156.5,1300642,Cascade Power Project
16006540,11/12/2022,156.75,1300642,Cascade Power Project
16006540,11/12/2022,36,1300642,Cascade Power Project
16006540,11/19/2022,136,1300642,Cascade Power Project
16006540,11/19/2022,248,1300642,Cascade Power Project
16006540,11/19/2022,3,1300642,Cascade Power Project
16006540,11/26/2022,282.75,1300642,Cascade Power Project
16006540,11/26/2022,10,1300642,Cascade Power Project
16006540,12/3/2022,269.75,1300642,Cascade Power Project
16006540,12/3/2022,8,1300642,Cascade Power Project
16006540,12/10/2022,147,1300642,Cascade Power Project
16006540,12/10/2022,211.25,1300642,Cascade Power Project
16006540,12/10/2022,146,1300642,Cascade Power Project
16006540,12/10/2022,2,1300642,Cascade Power Project
16006540,12/17/2022,124,1300642,Cascade Power Project
16006540,12/17/2022,209.8,1300642,Cascade Power Project
16006540,12/17/2022,216.7,1300642,Cascade Power Project
16006540,12/17/2022,10,1300642,Cascade Power Project
16006540,12/24/2022,60,1300642,Cascade Power Project
16006540,12/24/2022,83,1300642,Cascade Power Project
16006540,12/24/2022,36,1300642,Cascade Power Project
16006540,12/24/2022,10,1300642,Cascade Power Project
16006540,1/7/2023,177.5,1300642,Cascade Power Project
16006540,1/7/2023,124,1300642,Cascade Power Project
16006540,1/7/2023,231,1300642,Cascade Power Project
16006540,1/14/2023,187,1300642,Cascade Power Project
16006540,1/14/2023,188.5,1300642,Cascade Power Project
16006540,1/14/2023,177.4,1300642,Cascade Power Project
16006540,1/14/2023,32.5,1300642,Cascade Power Project
16006540,1/21/2023,176,1300642,Cascade Power Project
16006540,1/21/2023,247.75,1300642,Cascade Power Project
16006540,1/21/2023,195,1300642,Cascade Power Project
16006540,1/21/2023,23.5,1300642,Cascade Power Project
16006540,1/21/2023,37,1300642,Cascade Power Project
16006540,1/28/2023,280.4,1300642,Cascade Power Project
16006540,1/28/2023,343.75,1300642,Cascade Power Project
16006540,1/28/2023,157,1300642,Cascade Power Project
16006540,1/28/2023,14,1300642,Cascade Power Project
16006540,1/28/2023,11,1300642,Cascade Power Project
16006540,1/28/2023,1,1300642,Cascade Power Project
16006540,1/28/2023,12.5,1300642,Cascade Power Project
16006540,2/4/2023,325.5,1300642,Cascade Power Project
16006540,2/4/2023,277.5,1300642,Cascade Power Project
16006540,2/4/2023,135.3,1300642,Cascade Power Project
16006540,2/4/2023,31.5,1300642,Cascade Power Project
16006540,2/4/2023,1.5,1300642,Cascade Power Project
16006540,2/4/2023,24,1300642,Cascade Power Project
16006540,2/4/2023,25.5,1300642,Cascade Power Project
16006540,2/4/2023,45,1300642,Cascade Power Project
16006540,2/4/2023,3.5,1300642,Cascade Power Project
16006540,2/11/2023,162.5,1300642,Cascade Power Project
16006540,2/11/2023,291.25,1300642,Cascade Power Project
16006540,2/11/2023,142.5,1300642,Cascade Power Project
16006540,2/11/2023,31.5,1300642,Cascade Power Project
16006540,2/11/2023,66,1300642,Cascade Power Project
16006540,2/11/2023,5,1300642,Cascade Power Project
16006540,2/11/2023,8,1300642,Cascade Power Project
16006540,2/11/2023,10,1300642,Cascade Power Project
16006540,2/11/2023,20.5,1300642,Cascade Power Project
16006540,2/18/2023,319.5,1300642,Cascade Power Project
16006540,2/18/2023,278,1300642,Cascade Power Project
16006540,2/18/2023,149,1300642,Cascade Power Project
16006540,2/18/2023,21,1300642,Cascade Power Project
16006540,2/18/2023,4,1300642,Cascade Power Project
16006540,2/18/2023,83,1300642,Cascade Power Project
16006540,2/18/2023,5,1300642,Cascade Power Project
16006540,2/18/2023,2,1300642,Cascade Power Project
16006540,2/25/2023,205.5,1300642,Cascade Power Project
16006540,2/25/2023,118.75,1300642,Cascade Power Project
16006540,2/25/2023,163,1300642,Cascade Power Project
16006540,2/25/2023,10.5,1300642,Cascade Power Project
16006540,2/25/2023,18,1300642,Cascade Power Project
16006540,2/25/2023,191.5,1300642,Cascade Power Project
16006540,2/25/2023,11.5,1300642,Cascade Power Project
16006540,2/25/2023,4.5,1300642,Cascade Power Project
16006540,3/4/2023,293.5,1300642,Cascade Power Project
16006540,3/4/2023,316.5,1300642,Cascade Power Project
16006540,3/4/2023,187,1300642,Cascade Power Project
16006540,3/4/2023,31.5,1300642,Cascade Power Project
16006540,3/4/2023,152,1300642,Cascade Power Project
16006540,3/4/2023,7,1300642,Cascade Power Project
16006540,3/4/2023,4.5,1300642,Cascade Power Project
16006540,3/4/2023,3,1300642,Cascade Power Project
16006540,3/11/2023,257,1300642,Cascade Power Project
16006540,3/11/2023,383.75,1300642,Cascade Power Project
16006540,3/11/2023,211.5,1300642,Cascade Power Project
16006540,3/11/2023,48,1300642,Cascade Power Project
16006540,3/11/2023,125.5,1300642,Cascade Power Project
16006540,3/11/2023,6,1300642,Cascade Power Project
16006540,3/11/2023,14.5,1300642,Cascade Power Project
16006540,3/18/2023,226,1300642,Cascade Power Project
16006540,3/18/2023,317.75,1300642,Cascade Power Project
16006540,3/18/2023,186,1300642,Cascade Power Project
16006540,3/18/2023,51.5,1300642,Cascade Power Project
16006540,3/18/2023,179,1300642,Cascade Power Project
16006540,3/18/2023,3,1300642,Cascade Power Project
16006540,3/18/2023,10,1300642,Cascade Power Project
16006540,3/25/2023,58.5,1300642,Cascade Power Project
16006540,3/25/2023,57.75,1300642,Cascade Power Project
16006540,3/25/2023,36,1300642,Cascade Power Project
16006540,3/25/2023,50.5,1300642,Cascade Power Project
16006540,3/25/2023,1.5,1300642,Cascade Power Project
16006590,10/1/2022,32.5,1300642,Cascade Power Project
16006590,10/8/2022,62,1300642,Cascade Power Project
16006590,10/15/2022,40.5,1300642,Cascade Power Project
16006590,10/29/2022,121.5,1300642,Cascade Power Project
16006590,11/5/2022,107.5,1300642,Cascade Power Project
16006590,11/12/2022,48.5,1300642,Cascade Power Project
16006590,11/19/2022,13.5,1300642,Cascade Power Project
16006590,11/26/2022,73.5,1300642,Cascade Power Project
16006590,12/3/2022,35,1300642,Cascade Power Project
16006590,1/14/2023,2,1300642,Cascade Power Project
16006590,1/21/2023,2.5,1300642,Cascade Power Project
16006590,1/21/2023,10,1300642,Cascade Power Project
16006910,9/25/2021,3.25,1300642,Cascade Power Project
16006910,12/4/2021,9,1300642,Cascade Power Project
16006910,1/8/2022,25.5,1300642,Cascade Power Project
16006910,4/16/2022,24,1300642,Cascade Power Project
16006910,4/23/2022,13,1300642,Cascade Power Project
16006910,4/30/2022,10,1300642,Cascade Power Project
16006910,5/7/2022,1.5,1300642,Cascade Power Project
16006910,5/28/2022,88.5,1300642,Cascade Power Project
16006910,6/4/2022,41.5,1300642,Cascade Power Project
16006910,6/4/2022,129.5,1300642,Cascade Power Project
16006910,6/11/2022,29,1300642,Cascade Power Project
16006910,6/18/2022,95.5,1300642,Cascade Power Project
16006910,6/25/2022,54,1300642,Cascade Power Project
16006910,7/9/2022,23.5,1300642,Cascade Power Project
16006910,7/16/2022,15.5,1300642,Cascade Power Project
16006910,8/6/2022,23,1300642,Cascade Power Project
16006910,8/6/2022,2,1300642,Cascade Power Project
16006910,8/13/2022,23,1300642,Cascade Power Project
16006910,8/13/2022,34,1300642,Cascade Power Project
16006910,8/20/2022,5,1300642,Cascade Power Project
16006910,9/3/2022,15.5,1300642,Cascade Power Project
16006910,9/10/2022,16.25,1300642,Cascade Power Project
16006910,9/17/2022,12,1300642,Cascade Power Project
16006910,9/24/2022,55.5,1300642,Cascade Power Project
16006910,10/1/2022,30,1300642,Cascade Power Project
16006910,10/8/2022,88,1300642,Cascade Power Project
16006910,10/15/2022,67.5,1300642,Cascade Power Project
16006910,10/15/2022,6,1300642,Cascade Power Project
16006910,10/22/2022,70,1300642,Cascade Power Project
16006910,10/29/2022,103.25,1300642,Cascade Power Project
16006910,11/5/2022,125.5,1300642,Cascade Power Project
16006910,11/5/2022,10,1300642,Cascade Power Project
16006910,11/5/2022,48.55,1300642,Cascade Power Project
16006910,11/12/2022,172,1300642,Cascade Power Project
16006910,11/12/2022,51,1300642,Cascade Power Project
16006910,11/19/2022,197,1300642,Cascade Power Project
16006910,11/19/2022,95.75,1300642,Cascade Power Project
16006910,11/26/2022,385,1300642,Cascade Power Project
16006910,11/26/2022,74,1300642,Cascade Power Project
16006910,12/3/2022,288.5,1300642,Cascade Power Project
16006910,12/10/2022,277.5,1300642,Cascade Power Project
16006910,12/17/2022,395.5,1300642,Cascade Power Project
16006910,12/24/2022,91,1300642,Cascade Power Project
16006910,1/7/2023,191,1300642,Cascade Power Project
16006910,1/14/2023,203.5,1300642,Cascade Power Project
16006910,1/21/2023,224.5,1300642,Cascade Power Project
16006910,1/28/2023,208,1300642,Cascade Power Project
16006910,2/4/2023,186,1300642,Cascade Power Project
16006910,2/4/2023,6,1300642,Cascade Power Project
16006910,2/11/2023,198.5,1300642,Cascade Power Project
16006910,2/18/2023,127.5,1300642,Cascade Power Project
16006910,2/25/2023,92,1300642,Cascade Power Project
16006910,3/18/2023,142.5,1300642,Cascade Power Project
16006950,1/8/2022,0,1300642,Cascade Power Project
16006950,1/8/2022,15,1300642,Cascade Power Project
16006950,4/23/2022,60,1300642,Cascade Power Project
16006950,5/28/2022,10.5,1300642,Cascade Power Project
16006950,6/4/2022,11,1300642,Cascade Power Project
16006950,7/23/2022,51.5,1300642,Cascade Power Project
16006950,7/30/2022,92.5,1300642,Cascade Power Project
16006950,8/6/2022,71.5,1300642,Cascade Power Project
16006950,8/13/2022,13,1300642,Cascade Power Project
16006950,8/27/2022,4,1300642,Cascade Power Project
16006950,9/3/2022,49.5,1300642,Cascade Power Project
16006950,10/15/2022,60.25,1300642,Cascade Power Project
16006950,10/22/2022,41,1300642,Cascade Power Project
16006950,10/29/2022,31.5,1300642,Cascade Power Project
16006950,11/12/2022,40.5,1300642,Cascade Power Project
